City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Dalbandin,PK,2022-01-25 03:09:02,28.8947,64.4101,40.73,42,0,5.28
296,Abbeyfeale,IE,2022-01-25 03:09:02,52.3814,-9.3025,43.99,86,60,4.09
297,Poum,NC,2022-01-25 03:09:03,-20.2333,164.0167,79.84,73,4,14.81
298,Tabou,CI,2022-01-25 03:09:03,4.423,-7.3528,75.97,86,29,2.46
299,Sabha,LY,2022-01-25 03:09:04,27.0377,14.4283,44.24,53,0,8.52
300,Ust-Nera,RU,2022-01-25 03:09:04,64.5667,143.2,-23.46,96,100,3.11
301,Virginia Beach,US,2022-01-25 03:05:02,36.8529,-75.978,40.01,77,0,4.61
302,Waingapu,ID,2022-01-25 03:09:05,-9.6567,120.2641,87.13,64,53,15.79
303,Mackay,AU,2022-01-25 03:09:05,-21.15,149.2,81.82,63,99,8.3
304,Oranjemund,NA,2022-01-25 03:09:05,-28.55,16.4333,65.23,92,6,10.16
305,Vilyuysk,RU,2022-01-25 03:09:06,63.7553,121.6247,-19.14,99,95,3.96
306,Kandi,BJ,2022-01-25 03:09:00,11.1342,2.9386,66.78,16,0,6.89
307,Ahipara,NZ,2022-01-25 03:09:06,-35.1667,173.1667,77.76,70,58,7.56
308,Black River,JM,2022-01-25 03:09:07,18.0264,-77.8487,73.98,80,11,3.53
309,Preobrazheniye,RU,2022-01-25 03:09:07,42.9019,133.9064,28.45,37,93,2.39
310,Aljezur,PT,2022-01-25 03:09:07,37.3191,-8.8033,50.81,85,46,5.59
311,Sao Jose Da Coroa Grande,BR,2022-01-25 03:09:08,-8.8978,-35.1478,78.53,77,93,5.1
312,Cidreira,BR,2022-01-25 03:09:08,-30.1811,-50.2056,76.28,92,62,14.99
313,La Plata,AR,2022-01-25 03:05:46,-34.9215,-57.9545,80.37,88,100,7.23
314,Maloy,NO,2022-01-25 03:09:09,61.9353,5.1136,40.06,85,100,2.28
315,Perelyub,RU,2022-01-25 03:09:09,51.8667,50.3667,4.84,91,100,8.08
316,Turkistan,KZ,2022-01-25 03:09:10,43.0,68.0,27.95,67,0,4.05
317,Presidente Medici,BR,2022-01-25 03:09:10,-11.1753,-61.9014,73.65,94,99,2.48
318,Tianmen,CN,2022-01-25 03:09:11,30.6516,113.1603,42.6,69,94,5.57
319,Atambua,ID,2022-01-25 03:10:11,-9.1061,124.8925,82.45,68,45,6.6
320,Florianopolis,BR,2022-01-25 03:10:12,-27.6146,-48.5012,78.37,80,40,1.01
321,Pacifica,US,2022-01-25 03:08:41,37.6138,-122.4869,55.22,87,20,1.99
322,Moose Factory,CA,2022-01-25 03:10:13,51.2585,-80.6094,-18.42,69,100,6.91
323,Skjervoy,NO,2022-01-25 03:10:13,70.0311,20.9714,31.26,78,100,40.29
324,Nichelino,IT,2022-01-25 03:10:14,44.994,7.6418,38.08,88,0,3.0
325,Goulburn,AU,2022-01-25 03:10:14,-34.75,149.7167,80.15,41,98,4.47
326,Gejiu,CN,2022-01-25 03:10:15,23.306,103.1635,51.6,74,71,6.24
327,Kadhan,PK,2022-01-25 03:10:15,24.481,68.9859,59.13,36,0,3.78
328,Hobyo,SO,2022-01-25 03:10:15,5.3505,48.5268,75.54,70,10,21.3
329,Bastrop,US,2022-01-25 03:10:16,32.7562,-91.8724,47.82,91,100,6.2
330,Madingou,CG,2022-01-25 03:10:16,-4.1536,13.55,71.8,97,100,2.44
331,Turbat,PK,2022-01-25 03:10:17,26.0023,63.044,54.43,23,0,8.28
332,Gaspe,CA,2022-01-25 03:10:17,48.8334,-64.4819,-1.01,96,99,4.47
333,Coahuayana,MX,2022-01-25 03:10:18,18.7333,-103.6833,78.28,80,53,1.9
334,Baoshan,CN,2022-01-25 03:10:18,46.5586,131.4244,14.11,76,100,2.33
335,Den Helder,NL,2022-01-25 03:10:18,52.9599,4.7593,40.98,87,100,5.75
336,Keti Bandar,PK,2022-01-25 03:10:19,24.1447,67.4497,60.35,30,0,6.31
337,Umm Kaddadah,SD,2022-01-25 03:10:19,13.6017,26.6876,58.77,20,6,15.28
338,Murashi,RU,2022-01-25 03:10:20,59.3999,48.9615,10.87,91,90,10.2
339,Southbridge,US,2022-01-25 03:10:20,42.0751,-72.0334,29.57,78,100,4.47
340,Anjozorobe,MG,2022-01-25 03:10:21,-18.4,47.8667,62.92,95,100,5.5
341,Torquay,GB,2022-01-25 03:10:21,50.4638,-3.5143,45.84,88,98,1.99
342,Petropavlovsk-Kamchatskiy,RU,2022-01-25 03:10:22,53.0452,158.6483,14.59,53,75,8.95
343,Acarau,BR,2022-01-25 03:10:22,-2.8856,-40.12,78.04,82,100,8.93
344,Mahina,PF,2022-01-25 03:10:22,-17.5065,-149.489,83.97,70,40,16.11
345,Hualmay,PE,2022-01-25 03:10:23,-11.0964,-77.6139,71.73,81,63,8.99
346,Lakhipur,IN,2022-01-25 03:10:23,26.0299,90.3041,60.78,77,100,9.98
347,Malanje,AO,2022-01-25 03:10:24,-9.5402,16.341,62.37,98,100,1.86
348,Srednekolymsk,RU,2022-01-25 03:10:24,67.45,153.6833,-26.0,98,99,6.69
349,Kropotkin,RU,2022-01-25 03:10:25,45.4375,40.5756,31.26,95,100,6.08
350,Ponta Delgada,PT,2022-01-25 03:10:25,37.7333,-25.6667,59.5,88,75,4.61
351,Valentin Gomez Farias,MX,2022-01-25 03:10:26,28.2167,-106.5833,45.72,30,0,7.49
352,Werota,ET,2022-01-25 03:10:26,11.9167,37.7,61.07,57,18,6.35
353,Namatanai,PG,2022-01-25 03:10:27,-3.6667,152.4333,84.97,70,96,5.84
354,Hervey Bay,AU,2022-01-25 03:10:27,-25.2986,152.8535,87.04,63,89,5.99
355,Saint Anthony,US,2022-01-25 03:10:28,45.0205,-93.218,3.04,71,0,3.0
356,Banyo,CM,2022-01-25 03:10:28,6.75,11.8167,62.56,31,7,3.67
357,San Rafael Del Sur,NI,2022-01-25 03:10:28,11.8485,-86.4384,78.01,69,2,13.51
358,Igrim,RU,2022-01-25 03:10:29,63.1906,64.4162,-5.22,99,14,5.57
359,Harper,LR,2022-01-25 03:10:29,4.375,-7.7169,76.21,85,16,1.5
360,Ostrovnoy,RU,2022-01-25 03:11:30,68.0531,39.5131,19.98,88,30,14.09
361,Tangshan,CN,2022-01-25 03:11:30,39.6333,118.1833,30.58,72,95,5.93
362,Saldanha,ZA,2022-01-25 03:11:31,-33.0117,17.9442,64.45,94,11,16.46
363,Boueni,YT,2022-01-25 03:11:31,-12.9025,45.0761,82.38,77,100,14.54
364,Necochea,AR,2022-01-25 03:11:31,-38.5473,-58.7368,64.04,78,0,7.56
365,Sobolevo,RU,2022-01-25 03:11:32,54.4299,31.8996,1.94,100,100,7.11
366,Udachnyy,RU,2022-01-25 03:11:32,66.4167,112.4,-21.77,100,100,3.78
367,Marmora,IT,2022-01-25 03:11:33,44.4583,7.094,29.66,57,0,4.83
368,Bassar,TG,2022-01-25 03:11:33,9.25,0.7833,67.55,19,0,4.59
369,Choctaw,US,2022-01-25 03:09:28,35.4976,-97.2689,54.32,39,75,10.0
370,Jaca,ES,2022-01-25 03:09:21,42.569,-0.5499,30.4,60,0,3.53
371,Bereda,ES,2022-01-25 03:11:34,43.2686,-7.5406,33.42,97,1,1.07
372,Erenhot,CN,2022-01-25 03:11:34,43.6475,111.9767,8.38,77,9,12.39
373,Boyolangu,ID,2022-01-25 03:11:35,-8.1181,111.8935,86.05,63,75,4.94
374,Havoysund,NO,2022-01-25 03:11:35,70.9963,24.6622,29.28,75,100,41.85
375,Bahile,PH,2022-01-25 03:11:36,9.9995,118.7878,86.74,62,30,2.44
376,San Matias,BO,2022-01-25 03:11:11,-16.3667,-58.4,79.61,65,21,2.48
377,Cockburn Town,TC,2022-01-25 03:07:29,21.4612,-71.1419,77.54,73,0,4.36
378,Baykit,RU,2022-01-25 03:11:36,61.67,96.37,-13.9,100,84,2.08
379,Isangel,VU,2022-01-25 03:11:37,-19.55,169.2667,83.59,74,100,4.14
380,Upata,VE,2022-01-25 03:11:37,8.0086,-62.3989,73.18,93,35,4.79
381,Rawlins,US,2022-01-25 03:11:38,41.7911,-107.2387,28.62,54,100,0.0
382,Porto Murtinho,BR,2022-01-25 03:11:38,-21.6989,-57.8825,74.82,90,100,7.81
383,Bowen,AU,2022-01-25 03:11:39,-20.0167,148.2333,82.26,66,100,10.27
384,Mar Del Plata,AR,2022-01-25 03:11:39,-38.0023,-57.5575,71.87,89,20,5.01
385,Narsaq,GL,2022-01-25 03:11:40,60.9167,-46.05,25.02,84,100,7.14
386,Takoradi,GH,2022-01-25 03:11:40,4.8845,-1.7554,77.81,83,0,3.18
387,Sitka,US,2022-01-25 03:11:40,57.0531,-135.33,44.49,81,100,12.66
388,Caldwell,US,2022-01-25 03:11:41,43.6629,-116.6874,32.14,88,100,10.36
389,Erzin,TR,2022-01-25 03:11:41,36.9559,36.2,36.12,75,12,6.49
390,Maragogi,BR,2022-01-25 03:11:41,-9.0122,-35.2225,78.19,76,99,4.76
391,Beringovskiy,RU,2022-01-25 03:11:42,63.05,179.3167,-20.9,91,18,5.77
392,Puerto Colombia,CO,2022-01-25 03:11:42,10.9878,-74.9547,80.69,81,22,26.84
393,Muhos,FI,2022-01-25 03:11:43,64.808,25.9931,26.38,78,26,7.85
394,Lebanon,US,2022-01-25 03:11:43,36.2081,-86.2911,51.85,64,100,6.91
395,Port Lincoln,AU,2022-01-25 03:11:44,-34.7333,135.8667,77.97,64,9,3.67
396,Santa Cecilia,BR,2022-01-25 03:11:44,-26.9608,-50.4269,64.44,98,100,2.84
397,La Ronge,CA,2022-01-25 03:11:44,55.1001,-105.2842,-16.87,98,6,5.57
398,Ulladulla,AU,2022-01-25 03:11:45,-35.35,150.4667,83.77,61,100,12.66
399,Vestmanna,FO,2022-01-25 03:11:45,62.1564,-7.1664,40.12,87,75,12.66
400,Karratha,AU,2022-01-25 03:11:46,-20.7377,116.8463,89.47,62,10,13.91
401,Mahebourg,MU,2022-01-25 03:11:46,-20.4081,57.7,79.25,61,20,11.5
402,Kibala,TD,2022-01-25 03:11:46,9.1104,18.3463,71.49,19,47,6.4
403,Meulaboh,ID,2022-01-25 03:10:12,4.1363,96.1285,81.39,73,70,2.26
404,Copalillo,MX,2022-01-25 03:11:47,18.0333,-99.1167,74.91,44,60,4.74
405,San Jeronimo,PE,2022-01-25 03:12:47,-11.9472,-75.2829,51.57,83,100,3.42
406,Riyadh,SA,2022-01-25 03:09:18,24.6877,46.7219,51.94,50,0,4.99
407,Ospitaletto,IT,2022-01-25 03:12:48,45.1333,10.6,37.18,84,61,1.5
408,Winnemucca,US,2022-01-25 03:12:48,40.973,-117.7357,36.1,80,0,0.0
409,Itoman,JP,2022-01-25 03:12:49,26.1247,127.6694,70.57,65,40,13.8
410,Ashqelon,IL,2022-01-25 03:12:49,31.6693,34.5715,46.4,78,25,10.4
411,Kosh-Agach,RU,2022-01-25 03:12:49,50.0,88.6667,-23.01,99,100,2.77
412,Puri,IN,2022-01-25 03:12:50,19.8,85.85,68.52,75,99,8.88
413,Quelimane,MZ,2022-01-25 03:12:50,-17.8786,36.8883,75.56,88,100,15.9
414,Zamora,EC,2022-01-25 03:12:51,-4.0692,-78.9567,68.94,98,100,0.65
415,Sirjan,IR,2022-01-25 03:12:51,29.452,55.6814,41.49,37,0,4.36
416,Karlshamn,SE,2022-01-25 03:12:51,56.1706,14.8619,43.29,88,45,13.44
417,Shelburne,CA,2022-01-25 03:12:52,44.0787,-80.2041,18.05,88,100,5.08
418,Birao,CF,2022-01-25 03:12:52,10.2849,22.7882,67.82,19,52,9.35
419,Sainte-Thecle,CA,2022-01-25 03:12:53,46.8168,-72.4991,1.45,95,100,3.09
420,Bardiyah,LY,2022-01-25 03:12:53,31.7561,25.0865,48.52,75,79,15.03
421,Syracuse,IT,2022-01-25 03:12:53,37.0881,15.2792,42.17,52,20,19.53
422,Lake City,US,2022-01-25 03:12:54,30.1897,-82.6393,46.98,61,0,3.51
423,College,US,2022-01-25 03:12:54,64.8569,-147.8028,31.66,93,75,0.0
424,Wencheng,CN,2022-01-25 03:12:55,33.0559,113.7978,41.63,68,19,1.01
425,Komsomolskiy,UZ,2022-01-25 03:12:55,40.4272,71.7189,29.62,80,100,4.61
426,Port-Gentil,GA,2022-01-25 03:12:55,-0.7193,8.7815,79.92,84,99,12.21
427,Bodo,NO,2022-01-25 03:08:29,67.28,14.405,32.77,74,20,24.16
428,Khartoum,SD,2022-01-25 03:12:56,15.5518,32.5324,66.54,17,2,14.58
429,Sulangan,PH,2022-01-25 03:12:56,11.1373,123.7228,79.5,86,100,19.35
430,San Rafael,AR,2022-01-25 03:12:57,-34.6177,-68.3301,76.19,63,61,4.97
431,Bandundu,CD,2022-01-25 03:12:57,-3.3167,17.3667,73.72,88,100,2.3
432,Gushikawa,JP,2022-01-25 03:12:58,26.3544,127.8686,69.8,64,75,12.66
433,Guider,CM,2022-01-25 03:12:58,9.9342,13.9486,68.9,18,8,7.81
434,Hofn,IS,2022-01-25 03:12:58,64.2539,-15.2082,42.1,95,100,29.75
435,Cabedelo,BR,2022-01-25 03:12:59,-6.9811,-34.8339,77.67,76,6,8.95
436,Sibolga,ID,2022-01-25 03:12:59,1.7427,98.7792,84.67,63,88,3.04
437,Yegorlykskaya,RU,2022-01-25 03:13:00,46.5656,40.6562,23.77,100,100,3.62
438,Balkanabat,TM,2022-01-25 03:13:00,39.5108,54.3671,41.0,44,0,5.01
439,Carauari,BR,2022-01-25 03:13:01,-4.8828,-66.8958,73.53,97,88,0.72
440,Jalu,LY,2022-01-25 03:13:01,29.0331,21.5482,48.69,72,25,6.06
441,Whitehorse,CA,2022-01-25 03:12:51,60.7161,-135.0538,22.78,94,100,5.77
442,Talnakh,RU,2022-01-25 03:13:02,69.4865,88.3972,-6.29,97,98,11.68
443,Lucapa,AO,2022-01-25 03:13:02,-8.4192,20.7447,65.44,98,100,3.4
444,Taltal,CL,2022-01-25 03:13:02,-25.4,-70.4833,65.23,84,37,2.04
445,Korla,CN,2022-01-25 03:08:56,41.7597,86.1469,26.44,59,100,3.0
446,Vanavara,RU,2022-01-25 03:13:03,60.34,102.2797,-8.09,100,89,2.19
447,Pilar,BR,2022-01-25 03:13:04,-9.5972,-35.9567,76.93,84,85,4.32
448,Pakxan,LA,2022-01-25 03:13:05,18.3778,103.6601,83.01,41,11,4.32
449,Airai,TL,2022-01-25 03:13:05,-8.9266,125.4092,75.16,57,64,4.61
450,Abay,KZ,2022-01-25 03:14:06,49.6311,72.8539,-7.22,94,5,4.25
451,Dzhebariki-Khaya,RU,2022-01-25 03:14:06,62.2167,135.8,-8.91,95,100,1.97
452,Portsmouth,GB,2022-01-25 03:10:11,50.799,-1.0913,39.72,92,77,3.0
453,Katherine,AU,2022-01-25 03:14:07,-14.4667,132.2667,84.52,70,100,11.5
454,Aasiaat,GL,2022-01-25 03:14:07,68.7098,-52.8699,13.37,83,100,13.2
455,West Wendover,US,2022-01-25 03:14:08,40.7391,-114.0733,24.01,74,0,3.44
456,Vao,NC,2022-01-25 03:14:08,-22.6667,167.4833,77.49,67,24,6.38
457,Ordu,TR,2022-01-25 03:14:08,40.9086,37.6845,25.3,91,85,5.99
458,Wukari,NG,2022-01-25 03:14:09,7.85,9.7833,67.93,22,5,6.15
459,Kargasok,RU,2022-01-25 03:14:09,59.0556,80.8572,2.66,98,99,3.42
460,Thinadhoo,MV,2022-01-25 03:14:10,0.5333,72.9333,81.91,63,79,12.15
461,Litovko,RU,2022-01-25 03:14:10,49.2361,135.1742,-4.79,94,84,1.03
462,Gotsu,JP,2022-01-25 03:14:10,35.0,132.2167,47.26,54,100,4.41
463,Sao Joao Da Barra,BR,2022-01-25 03:14:11,-21.6403,-41.0511,75.94,87,56,13.47
464,Sadiqabad,PK,2022-01-25 03:14:11,28.3062,70.1307,54.27,29,0,4.97
465,Qaqortoq,GL,2022-01-25 03:14:12,60.7167,-46.0333,25.3,77,100,11.92
466,Camacha,PT,2022-01-25 03:14:12,33.0833,-16.3333,57.96,72,75,13.8
467,Tomatlan,MX,2022-01-25 03:14:13,19.9333,-105.25,68.41,66,49,1.12
468,Villamontes,BO,2022-01-25 03:14:13,-21.25,-63.5,76.55,74,38,5.86
469,Kushmurun,KZ,2022-01-25 03:14:14,52.4503,64.6311,1.2,88,100,3.71
470,Tommot,RU,2022-01-25 03:14:14,58.9564,126.2925,4.95,93,100,8.14
471,Shingu,JP,2022-01-25 03:14:14,33.7333,135.9833,51.76,59,45,3.67
472,Caravelas,BR,2022-01-25 03:14:15,-17.7125,-39.2481,73.98,90,96,3.53
473,Ola,RU,2022-01-25 03:14:15,59.5833,151.2833,-10.86,83,30,5.03
474,Belle Fourche,US,2022-01-25 03:14:15,44.6714,-103.8522,34.45,72,100,3.8
475,Palestine,PS,2022-01-25 03:14:16,31.9216,35.2033,36.93,91,12,4.74
476,Naryan-Mar,RU,2022-01-25 03:14:16,67.6713,53.087,28.94,96,100,19.24
477,Kokopo,PG,2022-01-25 03:14:17,-4.352,152.2633,86.13,66,97,10.09
478,Akhaldaba,GE,2022-01-25 03:14:17,41.654,42.1516,30.76,97,100,0.67
479,Ornskoldsvik,SE,2022-01-25 03:14:17,63.2909,18.7153,29.35,80,36,12.66
480,Maceio,BR,2022-01-25 03:14:18,-9.6658,-35.7353,78.24,88,40,3.44
481,Adrar,MR,2022-01-25 03:14:18,20.5022,-10.0711,66.58,19,100,5.93
482,Sfantu Gheorghe,RO,2022-01-25 03:14:19,45.8667,25.7833,13.26,97,51,0.78
483,Alekseyevsk,RU,2022-01-25 03:14:19,57.8406,108.3492,-2.16,95,100,3.4
484,Bac Lieu,VN,2022-01-25 03:14:19,9.285,105.7244,83.64,62,30,9.35
485,Ucluelet,CA,2022-01-25 03:09:23,48.9329,-125.5528,38.08,92,57,4.7
486,Pangnirtung,CA,2022-01-25 03:14:20,66.1451,-65.7125,-4.76,100,100,6.42
487,Coquimbo,CL,2022-01-25 03:14:20,-29.9533,-71.3436,60.53,94,0,3.44
488,Rabo De Peixe,PT,2022-01-25 03:14:21,37.8,-25.5833,58.28,95,75,4.61
489,Baruun-Urt,MN,2022-01-25 03:14:21,46.6806,113.2792,2.82,87,32,6.49
490,Katete,UG,2022-01-25 03:14:22,-0.7818,29.7544,66.11,75,100,2.24
491,Kuragino,RU,2022-01-25 03:14:22,53.8975,92.6725,0.59,97,100,2.01
492,Sao Domingos,BR,2022-01-25 03:14:22,-13.3983,-46.3183,73.51,74,99,4.74
493,Puebla,MX,2022-01-25 03:12:24,18.8333,-98.0,60.44,53,56,4.38
494,Surt,LY,2022-01-25 03:14:23,31.2089,16.5887,54.45,69,93,14.25
495,Portgordon,GB,2022-01-25 03:14:24,57.6635,-3.016,46.47,76,0,9.22
496,Ambon,ID,2022-01-25 03:15:24,-3.6954,128.1814,87.94,74,20,8.05
497,Bandarban,BD,2022-01-25 03:15:25,22.1965,92.2262,70.9,58,70,1.83
498,Tromso,NO,2022-01-25 03:15:25,69.6496,18.957,28.42,93,75,5.99
499,Bousso,TD,2022-01-25 03:15:26,10.4795,16.7117,65.98,17,6,7.92
500,Andenes,NO,2022-01-25 03:15:26,69.3143,16.1194,31.98,69,100,27.63
501,Lorengau,PG,2022-01-25 03:15:27,-2.0226,147.2712,85.77,71,78,8.66
502,Namibe,AO,2022-01-25 03:15:27,-15.1961,12.1522,74.86,85,31,4.85
503,Wenling,CN,2022-01-25 03:15:27,28.3669,121.36,50.92,90,100,8.28
504,Tutoia,BR,2022-01-25 03:15:28,-2.7619,-42.2744,80.58,80,100,10.27
505,Hay River,CA,2022-01-25 03:15:28,60.8156,-115.7999,3.16,78,75,13.8
506,Uruacu,BR,2022-01-25 03:15:29,-14.5247,-49.1408,70.36,92,8,1.34
507,Amahai,ID,2022-01-25 03:15:29,-3.3333,128.9167,87.96,60,87,3.98
508,Red Wing,US,2022-01-25 03:15:30,44.5625,-92.5338,4.44,72,0,0.0
509,Lebedinyy,RU,2022-01-25 03:15:30,58.5167,125.5167,2.3,94,100,3.58
510,Russell,US,2022-01-25 03:15:25,32.3502,-85.1999,49.71,81,40,0.0
511,Suntar,RU,2022-01-25 03:15:31,62.1444,117.6319,-4.52,98,100,3.06
512,Douglas,US,2022-01-25 03:15:31,41.3,-96.167,19.15,65,0,3.0
513,Raudeberg,NO,2022-01-25 03:15:32,61.9875,5.1352,39.2,85,100,2.39
514,Ballater,GB,2022-01-25 03:15:32,57.0493,-3.0402,44.29,88,44,4.65
515,Opuwo,NA,2022-01-25 03:15:33,-18.0607,13.84,69.73,40,40,3.69
516,Mount Darwin,ZW,2022-01-25 03:15:34,-16.7725,31.5838,65.41,94,100,10.96
517,Cocobeach,GA,2022-01-25 03:15:34,1.0002,9.5823,79.23,85,100,5.01
518,North Bend,US,2022-01-25 03:15:35,43.4065,-124.2243,47.91,95,0,3.44
519,Tokmak,UA,2022-01-25 03:15:36,47.2514,35.7058,20.03,96,100,7.94
520,Vestmannaeyjar,IS,2022-01-25 03:15:36,63.4427,-20.2734,44.06,80,88,34.2
521,Yar-Sale,RU,2022-01-25 03:15:36,66.8333,70.8333,3.54,96,35,14.67
522,Victoria Point,AU,2022-01-25 03:15:37,-27.5833,153.3,89.53,67,82,8.08
523,Sibi,PK,2022-01-25 03:15:37,29.5448,67.8764,53.01,33,0,2.06
524,Nokaneng,BW,2022-01-25 03:15:38,-19.6667,22.2667,66.94,73,22,5.73
525,Ascension,US,2022-01-25 03:15:38,30.2169,-90.9001,47.1,96,100,3.44
526,Biltine,TD,2022-01-25 03:15:39,14.5333,20.9167,65.26,18,0,9.33
527,Calabar,NG,2022-01-25 03:15:39,4.9517,8.322,75.56,93,13,2.53
528,Ilebo,CD,2022-01-25 03:15:40,-4.3167,20.5833,70.84,99,100,0.94
529,Tiznit,MA,2022-01-25 03:15:40,29.5833,-9.5,50.72,93,21,0.85
530,Sangar,RU,2022-01-25 03:15:41,63.9242,127.4739,-23.28,99,100,0.45
531,Mogadishu,SO,2022-01-25 03:15:41,2.0371,45.3438,75.27,78,5,18.72
532,Jasper,US,2022-01-25 03:15:25,37.2001,-94.3502,42.28,66,0,5.75
533,Koshurnikovo,RU,2022-01-25 03:15:42,54.1667,93.3,1.4,96,100,2.42
534,Luanda,AO,2022-01-25 03:15:42,-8.8368,13.2343,74.84,86,100,5.35
535,Kharp,RU,2022-01-25 03:15:43,66.8014,65.8081,-6.52,100,100,3.65
536,Mandalgovi,MN,2022-01-25 03:15:43,45.7625,106.2708,4.15,74,6,11.52
537,Port-Cartier,CA,2022-01-25 03:15:44,50.0334,-66.8654,-5.26,97,100,6.38
538,Beloha,MG,2022-01-25 03:15:44,-25.1667,45.05,69.67,77,0,13.47
539,Bafia,CM,2022-01-25 03:15:44,4.75,11.2333,64.36,54,60,1.07
540,Mizdah,LY,2022-01-25 03:15:45,31.4451,12.9801,41.7,83,1,6.93
541,Portland,US,2022-01-25 03:12:59,45.5234,-122.6762,43.63,89,20,1.01
542,Pimentel,PE,2022-01-25 03:16:46,-6.8367,-79.9342,70.48,85,100,10.45
543,Eureka,US,2022-01-25 03:13:18,40.8021,-124.1637,48.81,85,0,1.01
544,Cumra,TR,2022-01-25 03:16:47,37.5732,32.7745,10.54,93,100,2.1
545,Tual,ID,2022-01-25 03:16:47,-5.6667,132.75,84.0,77,76,13.49
546,Tura,IN,2022-01-25 03:16:48,25.5198,90.2201,59.2,81,100,2.24
547,Khani,GE,2022-01-25 03:16:48,41.9563,42.9566,26.17,96,96,3.42
548,Constitucion,CL,2022-01-25 03:16:27,-35.3333,-72.4167,57.18,88,1,12.64
549,Tazovskiy,RU,2022-01-25 03:16:49,67.4667,78.7,-1.28,97,88,14.03
550,Ponta Do Sol,PT,2022-01-25 03:16:50,32.6667,-17.1,61.43,61,50,9.1
551,Elizabeth City,US,2022-01-25 03:16:50,36.2946,-76.2511,39.25,82,0,4.61
552,Guerrero Negro,MX,2022-01-25 03:16:51,27.9769,-114.0611,61.32,69,0,9.91
553,Rio Grande,BR,2022-01-25 03:16:51,-32.035,-52.0986,73.51,95,100,7.58
